BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,floor_number,total_floors
1,18000,385,1,5,2,1,1,11,20
1,7500,500,1,5,1,0,1,2,2
2,50000,850,1,5,1,1,2,10,23
3,55000,900,1,5,1,2,2,-1,1
1,26000,400,1,5,2,1,1,4,7
2,17000,600,1,5,2,0,2,7,23
2,40000,750,1,5,1,2,2,5,8
2,43000,628,1,5,2,1,2,4,11
2,21000,630,1,5,1,2,2,8,12
2,40000,650,1,5,2,1,2,3,7
2,40000,845,2,5,0,1,2,7,8
2,20000,900,2,5,1,1,2,7,7
2,60000,807,1,5,2,0,2,14,58
2,35000,1100,2,5,1,1,2,0,3
2,6500,790,2,5,2,1,2,3,7
1,15000,380,1,5,2,1,1,19,19
2,38000,650,1,5,2,2,2,4,10
2,35000,800,1,5,1,2,2,9,20
2,32000,830,2,5,1,1,2,13,14
1,16000,410,1,5,2,0,1,0,4
1,33000,428,1,5,1,1,2,7,11
1,8500,550,2,5,1,1,1,3,5
2,60000,630,1,5,2,0,2,11,22
1,20000,550,2,5,2,0,2,5,7
1,38000,450,1,5,2,1,2,4,8
2,100000,750,1,5,2,1,2,-1,1
2,65000,800,1,5,1,1,2,12,14
3,80000,1050,1,5,0,2,3,16,31
2,85000,850,1,5,0,0,2,1,8
3,55000,950,1,5,2,1,3,2,12
1,23000,435,1,5,1,0,2,9,22
3,95000,1300,1,5,1,0,4,8,16
2,40000,650,2,5,2,1,2,0,4
1,25000,380,1,5,1,1,1,3,4
2,55000,860,1,5,1,2,2,9,20
2,46000,680,1,5,1,1,2,4,7
1,22000,433,1,5,2,0,2,2,7
2,55100,710,1,5,1,1,2,10,22
2,65000,700,1,5,0,0,2,5,7
1,33000,550,1,5,2,1,1,0,4
1,33000,350,2,5,2,1,1,0,5
1,25000,490,2,5,1,1,1,7,8
3,100000,1286,1,5,2,1,5,7,21
1,33000,425,1,5,2,1,2,5,7
2,35000,550,1,5,1,0,2,7,7
3,80000,950,1,5,2,1,3,17,25
1,10000,425,1,5,1,0,2,9,14
3,92500,1000,1,5,0,1,3,6,7
2,57000,710,1,5,1,1,2,15,18
1,29999,433,1,5,1,1,2,8,20
2,42000,650,1,5,0,0,2,8,15
2,24000,600,2,5,1,1,1,1,5
2,35000,850,2,5,1,2,2,3,6
1,14000,305,1,5,2,0,1,6,24
2,45000,490,1,5,0,1,2,2,3
2,36000,690,1,5,1,0,2,4,8
2,53500,635,1,5,2,1,2,17,20
3,80000,1100,1,5,0,1,2,18,22
1,7500,250,2,5,2,1,1,1,7
2,95000,750,1,5,2,0,2,2,7
2,45000,700,1,5,1,1,2,4,7
1,60000,500,1,5,0,1,1,9,10
1,40000,390,1,5,2,1,1,4,12
2,50000,935,2,5,0,1,2,2,6
2,36000,535,1,5,2,1,2,12,16
1,25000,350,1,5,2,0,2,10,24
3,61000,1550,1,5,1,1,3,5,20
3,70000,1100,1,5,0,1,3,7,10
3,42000,950,1,5,2,1,3,5,7
1,27000,400,1,5,2,1,1,1,7
2,60000,700,1,5,0,0,2,3,4
3,85000,850,2,5,0,1,2,3,4
2,75000,900,1,5,0,1,2,7,9
2,55000,700,1,5,0,1,2,10,11
1,18000,330,2,5,2,1,1,20,22
1,19000,225,2,5,2,1,1,18,25
1,18500,225,1,5,1,0,1,4,7
1,35000,463,1,5,0,1,2,5,7
2,70000,1000,1,5,1,1,2,15,23
1,35000,450,1,5,1,0,2,6,10
2,45000,700,1,5,2,0,2,5,17
1,30000,355,1,5,2,1,1,2,7
3,50000,1325,1,5,0,1,3,3,28
2,50000,950,2,5,0,1,2,4,8
1,42000,600,2,5,1,1,1,5,24
2,19500,905,1,5,1,1,2,16,32
3,90000,1500,1,5,0,1,3,6,10
1,60000,455,1,5,2,1,1,18,22
2,55000,850,1,5,1,0,2,3,3
3,40000,1100,2,5,2,2,2,21,22
1,40000,430,1,5,2,1,2,4,8
2,36000,650,1,5,1,1,2,10,12
2,45000,795,1,5,2,1,2,7,13
2,100000,800,1,5,0,1,2,9,12
1,42000,700,2,5,0,1,1,15,32
1,45000,450,1,5,0,2,2,5,7
2,40000,575,1,5,1,1,2,4,7
2,50000,650,1,5,0,0,3,0,3
1,11000,200,2,5,0,1,1,4,4
2,50000,1200,2,5,1,1,2,2,4
1,34000,656,2,5,2,1,2,16,23
3,93000,1600,1,5,1,2,3,18,27
3,69999,950,1,5,2,2,3,7,12
2,48000,719,1,5,1,2,2,14,20
3,55000,1100,1,5,2,0,3,15,16
2,40000,650,1,5,1,1,2,15,15
2,75000,720,1,5,1,1,2,6,14
2,23000,670,2,5,1,1,2,1,20
3,55000,925,1,5,2,0,2,16,36
4,80000,1450,1,5,2,1,4,30,44
1,40000,420,1,5,1,2,2,5,7
2,35000,650,1,5,2,1,2,5,8
2,33003,700,1,5,0,2,2,3,7
2,65000,935,2,5,1,1,2,2,4
2,45000,980,1,5,1,1,2,0,5
2,55000,700,1,5,0,0,3,4,6
2,56000,720,1,5,1,1,2,12,22
2,55000,750,1,5,1,0,2,1,7
2,28000,700,1,5,0,1,2,4,12
1,50000,413,1,5,0,1,1,5,6
2,8000,890,1,5,2,1,2,4,4
3,75000,1200,1,5,1,1,3,5,12
3,83000,1100,1,5,0,0,3,9,20
1,32000,420,1,5,1,2,2,1,3
2,39000,630,1,5,2,2,2,6,7
1,25000,450,1,5,1,0,2,5,7
3,90000,1350,1,5,2,2,3,5,12
2,95000,825,1,5,0,0,2,17,22
1,30000,550,2,5,1,1,1,2,4
1,18500,430,1,5,2,2,1,5,7
1,18000,320,1,5,0,1,1,5,7
3,75000,1100,1,5,1,1,3,4,12
3,100000,1250,1,5,0,1,3,6,18
2,45000,710,1,5,2,1,2,8,16
2,20000,400,1,5,0,1,1,3,3
3,85000,1000,1,5,1,1,4,16,25
1,40000,500,2,5,1,1,1,3,6
1,15000,225,1,5,2,0,1,0,4
2,40000,650,1,5,0,1,2,12,19
2,48000,670,1,5,1,2,2,4,16
2,15000,610,1,5,1,0,1,0,6
1,28000,400,1,5,0,1,2,1,5
1,25000,340,1,5,2,1,1,13,23
2,34000,471,1,5,1,0,2,9,38
1,75000,550,1,5,0,1,2,6,8
2,45000,630,1,5,1,1,1,8,13
1,35000,500,2,5,1,1,2,1,8
1,32000,400,1,5,0,1,1,3,7
2,17000,1000,2,5,2,1,2,3,7
2,35000,650,1,5,1,1,2,5,7
1,8500,500,1,5,2,0,1,6,7
3,80000,850,1,5,1,1,2,19,30
1,55000,550,1,5,1,0,1,13,14
1,25000,430,1,5,2,2,2,7,21
3,40000,1030,1,5,0,2,3,10,14
1,15500,250,1,5,2,1,1,11,24
1,45000,500,1,5,2,0,2,9,16
2,51000,985,1,5,2,1,2,7,15
3,60000,1050,1,5,2,0,3,12,13
2,36000,700,1,5,2,1,2,4,15
3,75000,1000,1,5,0,1,3,6,12
2,8000,550,1,5,2,2,2,3,9
3,50000,806,2,5,1,1,2,2,4
3,100000,1400,1,5,0,1,3,22,30
1,16500,470,1,5,1,2,2,11,14
1,4500,475,2,5,2,1,1,3,4
2,34000,583,1,5,2,2,2,10,23
2,32000,475,1,5,2,0,2,8,12
2,50000,900,1,5,0,2,2,1,8
1,24000,500,1,5,1,1,1,3,7
2,62000,806,1,5,2,1,3,3,58
1,100000,400,1,5,0,1,1,9,10
1,21000,650,2,5,1,1,2,6,10
1,27000,550,2,5,1,1,2,4,15
1,10000,390,1,5,2,1,1,3,4
2,90000,994,1,5,1,1,2,2,2
1,8000,520,2,5,1,1,2,6,8
1,75000,575,1,5,1,2,1,1,9
1,15000,470,1,5,1,2,2,5,22
3,62000,1100,1,5,1,2,3,15,22
1,43500,480,1,5,0,1,2,6,7
2,62000,750,1,5,2,1,2,12,16
2,77500,724,1,5,1,0,2,19,21
1,30000,600,1,5,0,1,1,5,5
1,20000,800,2,5,2,1,2,3,4
1,55000,500,1,5,2,1,2,1,7
2,70000,700,1,5,1,0,2,0,8
2,65000,700,1,5,0,0,2,4,9
1,18000,225,1,5,2,0,2,18,24
1,48000,485,1,5,0,1,2,8,17
1,10000,225,2,5,2,1,1,7,8
1,32000,478,1,5,1,1,2,4,11
3,32000,1200,2,5,1,1,3,4,5
2,36000,620,1,5,1,2,2,3,14
1,22000,280,1,5,2,1,1,3,7
1,5500,385,1,5,2,2,1,3,9
3,15000,704,1,5,2,1,2,5,17
2,40000,710,1,5,2,1,2,3,4
1,28000,525,2,5,2,1,1,2,8
1,11000,390,1,5,1,1,1,0,4
2,40000,755,1,5,1,0,2,12,31
2,45000,700,1,5,2,1,2,3,7
2,36000,650,1,5,2,2,2,3,4
1,59000,470,1,5,1,0,1,26,42
1,40000,450,1,5,1,1,2,3,8
2,40000,625,2,5,1,1,2,6,10
2,72000,700,1,5,0,0,2,3,9
2,40000,600,1,5,2,2,2,4,10
2,16000,600,1,5,2,2,1,2,3
2,50000,1100,2,5,0,1,4,14,22
1,24000,370,1,5,1,2,1,5,8
2,65000,950,1,5,1,1,2,2,45
2,33000,825,2,5,2,1,2,12,13
2,27000,650,1,5,2,0,2,2,7
2,52000,750,1,5,1,1,2,2,9
3,95000,900,1,5,1,2,3,4,9
2,68000,805,1,5,1,1,3,12,68
2,48000,742,1,5,2,2,2,17,36
2,32000,550,1,5,1,1,2,4,7
2,42000,745,1,5,1,1,2,10,11
2,60000,800,1,5,0,2,2,2,7
3,51500,1265,1,5,2,2,3,10,28
1,25000,325,1,5,0,1,1,17,24
2,85000,902,1,5,1,1,2,41,41
3,98000,1233,1,5,1,1,4,14,68
2,100000,750,2,5,0,1,2,0,6
2,65000,600,1,5,2,0,2,14,17
1,23000,500,2,5,2,1,1,3,9
2,40000,600,1,5,2,1,2,15,20
3,45000,950,1,5,2,1,3,15,17
1,40000,680,2,5,0,1,4,5,7
1,23500,400,1,5,2,1,1,1,7
1,22000,430,1,5,2,2,1,4,6
2,75000,700,1,5,1,0,3,4,7
2,41000,780,1,5,2,1,2,14,18
2,53000,750,1,5,0,1,2,5,18
2,65000,850,1,5,0,1,2,10,31
1,48000,500,1,5,0,0,1,4,9
2,75000,900,2,5,2,1,2,10,15
2,39000,750,1,5,1,2,2,1,3
3,70000,1100,1,5,1,1,2,18,22
1,25000,596,2,5,1,1,1,1,7
2,45000,680,1,5,2,0,2,3,4
1,35000,510,1,5,1,1,1,3,4
1,60000,500,1,5,0,1,1,5,7
1,15000,375,2,5,2,1,1,13,16
1,39000,500,1,5,0,2,1,2,7
3,84000,1000,1,5,0,1,3,18,21
3,68000,1260,1,5,2,2,3,27,58
1,26000,475,1,5,2,1,2,8,20
2,42000,620,1,5,1,2,2,6,11
1,35000,490,1,5,0,1,1,1,6
2,44000,710,1,5,1,1,2,13,18
2,60000,720,1,5,2,1,2,4,7
2,45000,770,1,5,1,0,2,2,12
1,65000,500,1,5,0,1,1,0,5
1,20000,350,2,5,2,1,1,1,8
2,75000,1000,2,5,1,1,2,3,15
2,45000,660,1,5,1,0,2,25,43
1,9400,600,2,5,1,1,1,4,6
2,100000,900,1,5,0,1,2,2,12
2,65000,750,1,5,0,1,2,2,3
1,20000,280,1,5,1,1,1,11,24
2,75000,694,1,5,1,1,2,1,7
3,100000,1740,2,5,0,1,4,21,22
2,55000,750,1,5,0,1,2,8,14
3,70000,1000,1,5,1,1,3,12,20
1,30000,500,2,5,0,1,1,3,4
1,75000,550,1,5,0,1,2,7,10
1,14000,270,1,5,2,0,1,6,7
3,40000,1200,2,5,1,2,2,2,4
2,46000,710,1,5,2,1,2,15,18
1,27000,472,1,5,1,0,2,13,14
2,95000,1000,1,5,1,1,2,10,13
2,94000,800,1,5,1,2,2,14,18
2,40000,650,1,5,2,0,2,7,11
2,30000,600,1,5,2,1,2,2,5
2,95000,750,1,5,0,0,2,7,10
1,14000,421,1,5,2,1,1,3,4
3,100000,1300,1,5,1,2,3,12,24
1,35000,350,2,5,2,1,1,2,3
2,57000,800,1,5,1,1,2,5,20
2,45000,650,1,5,1,1,2,5,6
1,11000,650,2,5,0,1,2,18,19
2,50000,650,1,5,1,1,2,10,20
2,35000,680,1,5,2,1,2,12,20
2,100000,800,1,5,0,1,2,1,5
1,52000,475,1,5,2,1,1,10,18
2,28000,600,1,5,2,1,2,1,5
1,18000,450,2,5,2,1,1,2,4
1,30000,400,2,5,2,0,1,3,6
3,45000,985,1,5,2,2,3,-1,1
2,58000,650,1,5,1,2,2,15,24
2,65000,805,1,5,1,1,3,48,68
1,24000,650,2,5,1,1,1,3,4
1,54500,515,1,5,2,1,1,12,42
3,70000,1000,1,5,1,1,2,15,20
3,67000,1050,1,5,1,2,3,6,8
2,75000,777,1,5,0,1,2,17,22
2,45000,831,1,5,2,2,2,16,22
3,98000,1233,1,5,1,1,4,35,68
1,16000,250,1,5,2,1,1,4,10
2,95000,900,1,5,1,0,2,18,30
2,40000,753,1,5,2,1,2,11,31
2,80000,670,1,5,2,0,2,5,17
2,44000,880,1,5,2,0,2,12,27
2,65000,935,2,5,1,1,2,2,7
2,50000,751,1,5,1,1,2,16,20
1,6000,200,2,5,2,1,1,0,5
1,46000,500,1,5,0,2,1,6,8
1,35000,430,1,5,0,1,1,15,23
3,75000,1088,1,5,1,1,3,16,37
1,20000,330,1,5,1,1,1,4,8
1,25000,400,1,5,2,1,1,-1,1
2,29500,700,1,5,2,1,2,2,7
3,53000,1000,1,5,1,1,2,16,32
2,85000,750,1,5,1,1,2,11,27
1,26000,450,1,5,2,0,2,6,10
1,33000,640,2,5,0,1,2,11,23
3,70000,850,2,5,2,0,3,5,8
1,17000,330,1,5,1,1,1,0,7
2,37000,685,1,5,1,0,2,10,18
1,27000,400,1,5,2,0,2,6,10
1,35500,500,1,5,0,1,2,8,13
1,24000,550,1,5,2,0,1,2,4
2,18500,650,1,5,2,2,2,3,12
2,70000,1050,1,5,0,1,2,14,15
3,55000,850,1,5,2,0,3,6,7
1,24000,550,1,5,2,0,1,0,4
2,55000,750,1,5,0,1,2,5,8
2,50000,800,1,5,1,1,2,5,8
3,90100,975,1,5,1,1,2,29,35
3,57000,1325,1,5,0,1,4,15,36
2,40000,700,2,5,1,1,2,3,6
2,80000,700,1,5,0,2,2,3,8
2,95000,850,1,5,1,1,2,15,25
1,14000,305,1,5,2,0,1,10,24
2,50000,850,1,5,2,1,2,8,10
2,43000,724,1,5,2,1,2,6,11
2,55000,650,1,5,0,0,2,8,16
2,35000,650,1,5,2,2,2,5,7
2,33000,700,1,5,2,0,2,15,28
2,47000,785,1,5,0,1,2,4,7
3,75000,1250,1,5,1,2,3,15,20
4,45000,1016,1,5,2,1,3,3,36
1,36000,380,1,5,2,1,2,12,20
1,40000,475,1,5,2,0,1,18,23
1,40000,444,1,5,2,0,2,8,11
2,32000,640,1,5,2,1,2,6,20
1,17000,320,1,5,2,1,1,23,23
3,77000,1100,1,5,2,1,4,16,21
2,35000,650,1,5,1,1,2,6,8
1,40000,508,1,5,1,1,2,16,18
2,47000,720,1,5,2,0,2,-1,1
2,50000,750,2,5,2,1,2,0,5
1,32000,430,1,5,2,2,1,2,3
2,8000,623,1,5,2,2,2,6,7
3,85000,1000,1,5,1,1,3,4,11
3,65000,1100,1,5,2,0,3,25,28
3,75000,1255,1,5,0,1,3,12,17
1,26500,450,1,5,0,2,2,5,8
2,45000,650,1,5,0,1,2,3,7
2,95000,955,1,5,1,0,2,34,40
2,38000,700,1,5,2,1,2,-1,1
2,40000,625,1,5,1,0,2,6,14
2,85000,870,1,5,0,1,2,5,21
2,40000,750,1,5,2,2,2,2,8
2,45000,750,2,5,0,0,2,2,8
2,52000,550,1,5,0,1,2,3,9
4,90000,1250,1,5,0,2,4,2,7
3,65000,1000,1,5,1,1,3,5,10
2,50000,770,1,5,2,1,2,4,14
2,54000,800,1,5,2,2,2,3,7
1,60000,550,1,5,0,0,2,12,20
2,65000,800,1,5,2,2,2,10,14
2,35000,615,1,5,2,2,2,6,14
2,43000,663,1,5,2,1,2,25,43
1,20000,400,1,5,1,1,1,3,4
2,57000,625,1,5,0,0,2,9,18
1,25000,425,1,5,2,0,1,3,5
2,56000,649,1,5,1,0,2,5,22
2,55000,905,1,5,2,0,2,10,37
2,18000,882,2,5,2,0,2,10,22
3,100000,1200,1,5,0,1,3,4,15
2,76000,736,1,5,2,2,2,16,36
1,45000,225,1,5,2,0,1,3,6
2,39000,720,1,5,2,1,2,-1,1
1,12500,555,2,5,2,0,1,6,7
1,35000,415,2,5,2,1,1,2,7
2,55000,649,1,5,1,0,2,4,22
3,90000,1000,1,5,0,0,2,3,3
2,25000,1065,2,5,0,1,2,15,15
2,90000,854,1,5,1,1,2,15,20
1,55000,500,1,5,2,0,1,8,18
3,70000,906,1,5,1,1,3,7,10
2,25000,500,1,5,0,1,1,1,3
1,35000,450,2,5,2,1,1,2,7
1,27000,495,2,5,0,1,2,5,7
1,25000,407,2,5,2,1,2,5,23
2,32000,610,1,5,2,2,2,11,18
1,40000,500,2,5,0,1,2,13,14
2,52000,750,1,5,2,1,2,4,20
2,80000,750,1,5,0,0,2,6,16
2,55000,850,1,5,0,1,2,6,10
1,30000,350,1,5,2,1,1,5,16
1,20000,300,1,5,1,1,1,2,12
1,85000,695,1,5,0,1,2,2,7
1,40000,415,1,5,1,1,2,15,22
1,21000,450,1,5,2,0,2,3,13
3,43000,850,1,5,2,2,3,8,14
2,58000,805,1,5,1,1,3,30,58
2,46000,669,1,5,2,0,2,15,43
1,6500,325,1,5,2,2,1,7,16
1,21000,600,2,5,0,1,1,5,6
2,46000,725,1,5,2,1,2,-1,1
2,60000,750,1,5,1,1,2,5,9
3,65000,1050,1,5,1,0,3,13,21
2,15000,600,1,5,2,1,2,18,28
3,90000,1110,1,5,0,1,3,9,55
2,62000,650,1,5,2,2,2,11,25
3,80000,1100,1,5,2,1,3,15,28
3,80000,1110,1,5,1,1,3,49,55
3,55000,999,1,5,1,2,2,14,23
3,100000,1000,1,5,0,1,3,2,4
3,100000,1256,1,5,0,2,3,10,22
2,79500,750,1,5,1,2,2,17,20
3,84500,889,1,5,1,1,2,7,27
2,100000,750,1,5,1,1,2,14,27
1,13000,385,1,5,2,2,1,6,20
4,100000,1454,1,5,2,1,4,5,7
1,35000,480,1,5,1,2,2,1,7
2,72000,660,1,5,1,1,2,12,22
1,26000,434,1,5,1,1,2,5,22
3,72000,1121,1,5,2,1,3,7,14
1,8000,620,2,5,1,1,2,6,8
1,52000,470,1,5,1,1,2,6,7
1,13000,410,1,5,2,2,1,2,7
3,45000,850,1,5,2,2,3,5,7
2,63000,888,1,5,0,1,2,12,20
1,7500,380,1,5,2,0,2,3,7
1,30000,360,1,5,2,1,1,4,20
1,28500,565,2,5,0,1,2,1,8
3,100000,2000,2,5,1,1,4,25,50
2,38000,661,1,5,1,1,2,17,36
1,26000,450,1,5,2,2,2,9,20
3,70000,1300,1,5,2,0,3,6,30
2,41000,600,1,5,0,2,2,4,8
2,27000,900,2,5,1,1,3,0,4
1,53000,379,1,5,1,0,1,21,23
2,65000,805,1,5,1,2,3,8,58
1,85000,650,2,5,0,1,2,3,8
1,6000,500,2,5,1,1,2,8,10
1,43000,480,1,5,0,2,2,5,7
2,65000,550,2,5,1,1,2,1,7
3,98000,1400,1,5,1,2,2,4,15
3,65000,1050,1,5,2,0,3,3,62
3,85000,920,1,5,2,2,3,4,13
1,40000,450,1,5,1,1,1,8,13
1,23000,440,1,5,1,0,1,0,4
3,55000,932,2,5,2,1,3,3,8
1,15000,270,1,5,2,0,2,15,15
1,52000,379,1,5,1,0,2,23,23
2,13000,582,1,5,0,2,2,5,8
2,95000,800,1,5,1,1,2,6,8
1,25000,444,1,5,2,1,2,7,17
1,21000,428,1,5,2,1,1,12,21
2,60000,888,1,5,1,1,2,5,20
1,19000,490,2,5,2,1,1,0,8
2,30000,710,1,5,2,2,2,12,21
2,80000,836,1,5,2,1,2,6,23
2,85000,1200,1,5,1,1,3,36,45
2,65000,950,1,5,0,1,2,9,28
1,33000,460,1,5,1,1,2,10,25
1,36000,585,2,5,1,1,2,10,14
2,22000,550,1,5,0,2,2,2,7
1,17000,375,1,5,2,1,1,9,20
2,55000,700,1,5,0,1,2,10,20
2,66000,750,1,5,2,2,2,2,8
2,32000,750,2,5,1,1,2,3,7
2,45000,730,1,5,2,2,2,5,17
2,50000,750,1,5,1,1,2,10,20
1,18500,229,2,5,1,1,1,5,9
2,51000,910,1,5,2,0,2,10,19
3,80000,1100,1,5,2,2,3,48,54
1,30000,560,1,5,2,0,2,2,4
2,85000,850,1,5,2,1,2,4,6
1,15000,450,2,5,2,2,1,2,4
2,50000,820,1,5,1,1,2,7,28
2,60000,750,1,5,2,1,2,10,20
1,23000,410,1,5,2,1,1,4,7
1,14500,490,1,5,2,1,2,12,20
2,40000,700,1,5,2,1,2,11,15
1,80000,560,1,5,0,1,1,1,7
2,55000,650,1,5,2,1,2,8,18
1,12000,520,2,5,1,1,1,2,3
2,45000,850,1,5,2,1,2,9,12
2,90000,777,1,5,0,1,2,19,22
2,43000,771,1,5,2,1,2,15,37
1,22000,400,1,5,2,1,1,3,7
2,20000,600,1,5,0,2,2,7,7
1,26000,390,1,5,1,1,2,-1,1
1,34999,450,1,5,0,1,2,5,12
1,35000,500,2,5,1,1,2,7,23
1,50000,410,1,5,1,1,1,6,12
1,16000,160,1,5,2,1,1,2,3
2,55000,750,1,5,2,1,2,10,14
1,39000,585,2,5,2,2,2,3,7
3,100000,1300,1,5,1,2,3,12,24
1,25000,350,1,5,0,1,1,2,17
1,25000,490,2,5,1,1,2,3,7
2,49500,650,1,5,2,2,2,5,16
1,21000,225,1,5,2,1,1,6,24
1,21000,385,2,5,2,1,1,0,5
2,46700,800,1,5,2,2,2,2,7
1,18000,300,2,5,2,1,1,3,10
3,80000,1800,2,5,1,1,3,10,13
2,88000,800,1,5,1,1,2,5,20
3,90000,890,1,5,0,2,2,20,27
2,38000,700,1,5,2,1,2,14,23
1,20000,465,2,5,1,0,1,3,4
3,78000,1073,1,5,1,1,3,8,20
1,21000,450,2,5,2,1,1,4,7
3,95000,1350,1,5,0,1,3,8,16
2,90000,800,1,5,0,1,2,5,8
2,34000,600,1,5,2,0,2,4,7
2,55000,650,1,5,2,1,2,5,15
2,52000,550,1,5,0,0,2,3,3
1,74999,840,1,5,2,1,2,8,17
3,75000,1121,1,5,0,1,2,30,45
2,45000,650,1,5,2,1,2,2,12
1,22000,575,2,5,2,1,1,14,14
1,32000,475,2,5,0,1,1,3,4
2,34000,830,1,5,1,1,2,9,21
1,23000,420,1,5,1,1,2,5,7
1,20000,310,1,5,2,0,1,0,7
3,90000,967,1,5,0,1,3,14,33
1,55000,505,1,5,1,1,1,4,12
1,15000,275,2,5,2,1,1,3,7
2,22000,640,1,5,1,2,2,21,21
3,60000,1500,1,5,1,1,3,10,23
2,49000,850,1,5,1,1,2,10,23
2,34000,900,1,5,1,1,2,12,25
1,24000,430,1,5,0,1,2,6,7
3,69000,1100,1,5,2,1,3,12,24
2,32000,680,1,5,2,2,2,5,20
2,24000,600,1,5,1,0,2,5,7
4,100000,1560,1,5,2,1,4,12,19
2,45000,771,1,5,2,1,2,20,37
2,80000,800,1,5,1,1,2,7,22
2,37000,800,2,5,1,0,2,5,14
1,25000,475,1,5,2,0,2,11,15
1,26000,650,2,5,1,1,1,1,3
2,27000,600,1,5,2,0,2,18,20
1,26000,649,2,5,2,1,1,3,3
2,60000,950,1,5,0,0,2,2,8
1,12000,225,1,5,2,2,1,7,7
1,30000,330,1,5,0,2,1,13,40
3,100000,1200,1,5,0,1,3,8,14
3,70000,920,1,5,2,1,3,14,21
2,20000,630,1,5,2,2,2,4,22
2,22000,670,1,5,0,2,2,4,12
1,32000,450,2,5,0,1,1,1,5
1,20000,265,2,5,2,1,1,6,7
2,50000,600,1,5,1,1,2,9,11
2,29000,670,1,5,2,2,2,7,7
2,45000,650,1,5,1,1,2,10,18
1,6500,422,1,5,1,2,2,9,15
2,55000,955,1,5,2,1,2,8,22
3,69999,1100,1,5,0,1,3,6,13
1,18500,300,1,5,2,0,1,3,4
2,50000,900,1,5,1,1,2,5,17
2,45000,785,1,5,2,0,2,2,7
3,85000,1350,1,5,0,2,3,20,31
2,85000,900,1,5,1,1,2,27,45
1,25000,400,1,5,2,0,1,18,23
2,75000,800,1,5,1,0,3,19,20
1,20000,625,2,5,1,1,1,10,12
2,30000,720,1,5,1,1,2,5,14
2,75000,750,1,5,0,1,2,4,13
2,70000,660,1,5,1,1,2,0,6
2,32000,700,1,5,0,1,2,0,7
1,22000,377,2,5,2,1,2,3,23
2,35000,650,1,5,1,2,2,5,6
2,47000,650,1,5,2,1,2,5,7
2,31000,700,2,5,1,1,2,2,8
1,60000,430,1,5,0,1,1,1,7
2,58000,650,1,5,2,2,2,15,24
3,85000,890,1,5,0,1,2,4,27
2,45000,965,2,5,2,1,2,19,27
1,7500,630,2,5,1,1,2,3,12
2,80000,730,1,5,1,1,2,4,6
3,75000,1380,1,5,1,1,3,9,22
3,66000,1100,1,5,1,1,3,17,22
1,45000,450,1,5,1,0,1,5,7
1,22000,500,2,5,2,1,1,3,4
3,65000,1100,1,5,1,0,3,9,20
3,55000,868,1,5,2,2,3,9,21
2,55000,750,1,5,1,1,2,6,15
1,36000,540,2,5,2,1,2,2,3
1,22000,450,1,5,1,2,2,4,7
1,34000,560,2,5,1,0,2,3,7
1,45000,500,1,5,2,0,1,2,3
1,14000,305,1,5,2,1,1,2,24
3,75000,970,1,5,0,1,2,1,3
1,7000,480,1,5,2,1,1,4,4
2,55000,720,1,5,1,1,2,1,6
2,55000,950,1,5,1,2,2,7,10
2,42000,774,1,5,1,2,2,10,20
1,27000,450,2,5,2,2,1,2,3
3,60000,1000,1,5,1,0,3,1,10
1,17000,340,2,5,1,1,1,1,8
1,30000,430,1,5,1,1,2,14,23
2,45000,722,1,5,2,1,2,4,7
3,90000,1152,1,5,0,1,2,12,21
1,25000,641,2,5,2,1,1,3,8
2,70000,810,1,5,0,1,2,4,11
2,90000,800,1,5,0,2,2,5,6
2,20000,700,2,5,2,2,2,8,22
1,35000,420,2,5,1,1,1,0,3
3,80000,1400,1,5,0,1,3,1,2
2,54500,758,1,5,1,1,2,12,24
1,45000,480,1,5,0,1,2,7,7
1,38000,550,1,5,2,0,2,6,10
2,90000,900,1,5,1,0,2,60,71
1,22000,400,2,5,2,1,1,8,22
2,70000,760,1,5,1,1,2,9,22
1,50000,400,1,5,1,1,1,10,22
2,40000,800,2,5,1,1,2,1,3
2,32000,590,1,5,2,2,2,7,12
2,78000,600,1,5,1,1,2,14,22
2,45000,670,1,5,2,1,2,17,22
2,65000,960,1,5,1,1,2,16,38
2,65000,1500,2,5,1,1,3,4,4
1,35000,500,2,5,1,1,1,1,5
3,90000,1120,1,5,0,2,2,8,45
3,70000,3354,1,0,0,1,3,0,16
2,10500,800,2,0,1,1,2,3,4
2,13000,1000,2,0,1,1,2,0,4
2,17000,1040,2,0,0,1,2,4,4
3,21000,1403,2,0,1,1,3,1,4
2,10000,600,2,0,0,1,1,3,4
4,61500,2608,1,0,1,0,3,1,4
2,13000,850,1,0,1,2,2,1,3
1,7500,400,2,0,2,1,1,1,2
2,17000,1000,2,0,1,1,2,3,4
3,25000,1350,1,0,1,0,3,5,14
2,10500,800,1,0,1,1,2,1,2
1,8000,350,2,0,1,1,1,3,3
1,9500,900,2,0,1,1,1,0,2
3,50000,2000,1,0,1,1,3,1,2
2,13000,700,2,0,1,1,2,1,4
1,13500,600,2,0,1,1,1,1,4
2,13000,700,1,0,1,1,1,0,1
1,15000,600,2,0,1,0,1,2,4
2,15000,1400,2,0,0,1,3,0,1
1,7000,600,2,0,2,1,1,0,3
2,25000,770,2,0,0,1,2,8,32
2,17000,900,1,0,1,2,2,1,2
1,7500,500,2,0,0,1,1,0,3
